case_id,scenario,target_size,sequence_a_length,sequence_b_length,algorithm,median_time_ms,score,runs,warmup
indel_1_n2000,indel_disruption,2000,2000,1750,CPython JIT,613.0325,2997,10,2
indel_2_n2000,indel_disruption,2000,2000,2250,CPython JIT,794.7506,3500,10,2
indel_3_n2000,indel_disruption,2000,2000,1750,CPython JIT,610.7687,2997,10,2
indel_4_n2000,indel_disruption,2000,2000,2250,CPython JIT,796.86245,3500,10,2
indel_5_n2000,indel_disruption,2000,2000,1750,CPython JIT,608.329,2997,10,2
indel_6_n2000,indel_disruption,2000,2000,2250,CPython JIT,799.43695,3500,10,2
indel_7_n2000,indel_disruption,2000,2000,1750,CPython JIT,611.23475,2997,10,2
indel_8_n2000,indel_disruption,2000,2000,2250,CPython JIT,784.1424,3500,10,2
indel_9_n2000,indel_disruption,2000,2000,1750,CPython JIT,604.71145,3000,10,2
motif_0_n2000,conserved_motif,2000,2000,2000,CPython JIT,695.2457,1240,10,2
motif_1_n2000,conserved_motif,2000,2000,2000,CPython JIT,696.02825,1200,10,2
motif_2_n2000,conserved_motif,2000,2000,2000,CPython JIT,695.4707,1325,10,2
motif_3_n2000,conserved_motif,2000,2000,2000,CPython JIT,705.60675,1231,10,2
motif_4_n2000,conserved_motif,2000,2000,2000,CPython JIT,710.3576,897,10,2
motif_5_n2000,conserved_motif,2000,2000,2000,CPython JIT,700.19575,1390,10,2
motif_6_n2000,conserved_motif,2000,2000,2000,CPython JIT,708.44765,865,10,2
motif_7_n2000,conserved_motif,2000,2000,2000,CPython JIT,692.6773,1376,10,2
motif_8_n2000,conserved_motif,2000,2000,2000,CPython JIT,705.1748,1309,10,2
motif_9_n2000,conserved_motif,2000,2000,2000,CPython JIT,704.95025,1358,10,2
contained_0_n2000,contained_fragment,2000,1000,2166,CPython JIT,369.81195,2000,10,2
contained_1_n2000,contained_fragment,2000,1000,2166,CPython JIT,370.2433,2000,10,2
contained_2_n2000,contained_fragment,2000,1000,2166,CPython JIT,368.31255,2000,10,2
contained_3_n2000,contained_fragment,2000,1000,2166,CPython JIT,365.1836,2000,10,2
contained_4_n2000,contained_fragment,2000,1000,2166,CPython JIT,369.2682,2000,10,2
contained_5_n2000,contained_fragment,2000,1000,2166,CPython JIT,370.44885,2000,10,2
contained_6_n2000,contained_fragment,2000,1000,2166,CPython JIT,368.543,2000,10,2
contained_7_n2000,contained_fragment,2000,1000,2166,CPython JIT,369.12675,2000,10,2
contained_8_n2000,contained_fragment,2000,1000,2166,CPython JIT,369.51615,2000,10,2
contained_9_n2000,contained_fragment,2000,1000,2166,CPython JIT,369.6075,2000,10,2
random_0_n2000,random_uniform,2000,2000,2000,CPython JIT,701.14795,918,10,2
random_1_n2000,random_uniform,2000,2000,2000,CPython JIT,701.50765,900,10,2
random_2_n2000,random_uniform,2000,2000,2000,CPython JIT,693.1515,882,10,2
random_3_n2000,random_uniform,2000,2000,2000,CPython JIT,712.83055,942,10,2
random_4_n2000,random_uniform,2000,2000,2000,CPython JIT,693.69395,882,10,2
random_5_n2000,random_uniform,2000,2000,2000,CPython JIT,708.55935,871,10,2
random_6_n2000,random_uniform,2000,2000,2000,CPython JIT,694.3334,872,10,2
random_7_n2000,random_uniform,2000,2000,2000,CPython JIT,700.9874,889,10,2
random_8_n2000,random_uniform,2000,2000,2000,CPython JIT,694.83245,893,10,2
random_9_n2000,random_uniform,2000,2000,2000,CPython JIT,694.3852,869,10,2
homologous_0_n5000,homologous_region,5000,5000,5000,CPython JIT,4591.00345,9268,10,2
homologous_1_n5000,homologous_region,5000,5000,5000,CPython JIT,4602.4951,9280,10,2
homologous_2_n5000,homologous_region,5000,5000,5000,CPython JIT,4565.51125,9271,10,2
homologous_3_n5000,homologous_region,5000,5000,5000,CPython JIT,4601.82945,9307,10,2
homologous_4_n5000,homologous_region,5000,5000,5000,CPython JIT,4546.29735,9277,10,2
homologous_5_n5000,homologous_region,5000,5000,5000,CPython JIT,4568.05215,9277,10,2
homologous_6_n5000,homologous_region,5000,5000,5000,CPython JIT,4585.73615,9274,10,2
homologous_7_n5000,homologous_region,5000,5000,5000,CPython JIT,4579.6541,9268,10,2
homologous_8_n5000,homologous_region,5000,5000,5000,CPython JIT,4559.67555,9266,10,2
homologous_9_n5000,homologous_region,5000,5000,5000,CPython JIT,4552.7788,9268,10,2
indel_0_n5000,indel_disruption,5000,5000,5625,CPython JIT,5158.3215,8750,10,2
indel_1_n5000,indel_disruption,5000,5000,4375,CPython JIT,3976.69475,7497,10,2
indel_2_n5000,indel_disruption,5000,5000,5625,CPython JIT,5127.18735,8750,10,2
indel_3_n5000,indel_disruption,5000,5000,4375,CPython JIT,3982.1839,7500,10,2
indel_4_n5000,indel_disruption,5000,5000,5625,CPython JIT,5162.44,8750,10,2
indel_5_n5000,indel_disruption,5000,5000,4375,CPython JIT,4012.63535,7497,10,2
indel_6_n5000,indel_disruption,5000,5000,5625,CPython JIT,5146.35,8750,10,2
indel_7_n5000,indel_disruption,5000,5000,4375,CPython JIT,3965.3398,7497,10,2
indel_8_n5000,indel_disruption,5000,5000,5625,CPython JIT,5144.44865,8750,10,2
indel_9_n5000,indel_disruption,5000,5000,4375,CPython JIT,4022.08085,7497,10,2
motif_0_n5000,conserved_motif,5000,5000,5000,CPython JIT,4592.6026,2492,10,2
motif_1_n5000,conserved_motif,5000,5000,5000,CPython JIT,4644.2949,3199,10,2
motif_2_n5000,conserved_motif,5000,5000,5000,CPython JIT,4631.00595,3386,10,2
motif_3_n5000,conserved_motif,5000,5000,5000,CPython JIT,4695.3342,2085,10,2
motif_4_n5000,conserved_motif,5000,5000,5000,CPython JIT,4547.99115,3438,10,2
motif_5_n5000,conserved_motif,5000,5000,5000,CPython JIT,4567.3992,2194,10,2
motif_6_n5000,conserved_motif,5000,5000,5000,CPython JIT,4601.5713,2127,10,2
motif_7_n5000,conserved_motif,5000,5000,5000,CPython JIT,4590.5653,2633,10,2
motif_8_n5000,conserved_motif,5000,5000,5000,CPython JIT,4569.9107,3340,10,2
motif_9_n5000,conserved_motif,5000,5000,5000,CPython JIT,4580.6755,2758,10,2
contained_0_n5000,contained_fragment,5000,2500,5416,CPython JIT,2425.2252,5000,10,2
contained_1_n5000,contained_fragment,5000,2500,5416,CPython JIT,2445.435,5000,10,2
contained_2_n5000,contained_fragment,5000,2500,5416,CPython JIT,2443.15215,5000,10,2
contained_3_n5000,contained_fragment,5000,2500,5416,CPython JIT,2449.0435,5000,10,2
contained_4_n5000,contained_fragment,5000,2500,5416,CPython JIT,2446.04695,5000,10,2
contained_5_n5000,contained_fragment,5000,2500,5416,CPython JIT,2472.74695,5000,10,2
contained_6_n5000,contained_fragment,5000,2500,5416,CPython JIT,2480.6088,5000,10,2
contained_7_n5000,contained_fragment,5000,2500,5416,CPython JIT,2486.30635,5000,10,2
contained_8_n5000,contained_fragment,5000,2500,5416,CPython JIT,2441.09305,5000,10,2
contained_9_n5000,contained_fragment,5000,2500,5416,CPython JIT,2421.8375,5000,10,2
random_0_n5000,random_uniform,5000,5000,5000,CPython JIT,4605.3435,2221,10,2
random_1_n5000,random_uniform,5000,5000,5000,CPython JIT,4601.9834,2246,10,2
random_2_n5000,random_uniform,5000,5000,5000,CPython JIT,4619.36105,2310,10,2
random_3_n5000,random_uniform,5000,5000,5000,CPython JIT,4591.77915,2249,10,2
random_4_n5000,random_uniform,5000,5000,5000,CPython JIT,4717.7297,2208,10,2
random_5_n5000,random_uniform,5000,5000,5000,CPython JIT,4618.50415,2232,10,2
random_6_n5000,random_uniform,5000,5000,5000,CPython JIT,4590.95495,2217,10,2
random_7_n5000,random_uniform,5000,5000,5000,CPython JIT,4604.7193,2220,10,2
random_8_n5000,random_uniform,5000,5000,5000,CPython JIT,4604.98045,2199,10,2
random_9_n5000,random_uniform,5000,5000,5000,CPython JIT,4613.38525,2216,10,2
homologous_0_n8000,homologous_region,8000,8000,8000,CPython JIT,11945.75885,14836,10,2
homologous_1_n8000,homologous_region,8000,8000,8000,CPython JIT,11937.1349,14830,10,2
homologous_2_n8000,homologous_region,8000,8000,8000,CPython JIT,12034.5761,14839,10,2
homologous_3_n8000,homologous_region,8000,8000,8000,CPython JIT,11951.4056,14837,10,2
homologous_4_n8000,homologous_region,8000,8000,8000,CPython JIT,12025.21865,14863,10,2
homologous_5_n8000,homologous_region,8000,8000,8000,CPython JIT,11894.9915,14848,10,2
homologous_6_n8000,homologous_region,8000,8000,8000,CPython JIT,11955.3089,14863,10,2
homologous_7_n8000,homologous_region,8000,8000,8000,CPython JIT,12185.59245,14869,10,2
homologous_8_n8000,homologous_region,8000,8000,8000,CPython JIT,12080.5078,14863,10,2
homologous_9_n8000,homologous_region,8000,8000,8000,CPython JIT,12064.92735,14854,10,2
indel_0_n8000,indel_disruption,8000,8000,9000,CPython JIT,13465.09945,14000,10,2
indel_1_n8000,indel_disruption,8000,8000,7000,CPython JIT,10464.9321,11997,10,2
indel_2_n8000,indel_disruption,8000,8000,9000,CPython JIT,13464.54605,14000,10,2
indel_3_n8000,indel_disruption,8000,8000,7000,CPython JIT,10538.2651,11997,10,2
indel_4_n8000,indel_disruption,8000,8000,9000,CPython JIT,13504.50055,14000,10,2
indel_5_n8000,indel_disruption,8000,8000,7000,CPython JIT,10457.7977,11997,10,2
indel_6_n8000,indel_disruption,8000,8000,9000,CPython JIT,13488.9595,14000,10,2
indel_7_n8000,indel_disruption,8000,8000,7000,CPython JIT,10424.9744,11997,10,2
indel_8_n8000,indel_disruption,8000,8000,9000,CPython JIT,13539.26445,14000,10,2
indel_9_n8000,indel_disruption,8000,8000,7000,CPython JIT,10436.5994,11997,10,2
motif_0_n8000,conserved_motif,8000,8000,8000,CPython JIT,12119.5619,5577,10,2
motif_1_n8000,conserved_motif,8000,8000,8000,CPython JIT,12067.1841,4461,10,2
motif_2_n8000,conserved_motif,8000,8000,8000,CPython JIT,12150.8453,4127,10,2
motif_3_n8000,conserved_motif,8000,8000,8000,CPython JIT,12024.3479,3912,10,2
motif_4_n8000,conserved_motif,8000,8000,8000,CPython JIT,12247.3469,5240,10,2
motif_5_n8000,conserved_motif,8000,8000,8000,CPython JIT,11958.93465,4140,10,2
motif_6_n8000,conserved_motif,8000,8000,8000,CPython JIT,12005.3843,5654,10,2
motif_7_n8000,conserved_motif,8000,8000,8000,CPython JIT,12000.64375,4919,10,2
motif_8_n8000,conserved_motif,8000,8000,8000,CPython JIT,11997.76085,4108,10,2
motif_9_n8000,conserved_motif,8000,8000,8000,CPython JIT,12032.9529,4124,10,2
contained_0_n8000,contained_fragment,8000,4000,8666,CPython JIT,6436.35975,8000,10,2
contained_1_n8000,contained_fragment,8000,4000,8666,CPython JIT,6399.42415,8000,10,2
contained_2_n8000,contained_fragment,8000,4000,8666,CPython JIT,6431.53815,8000,10,2
contained_3_n8000,contained_fragment,8000,4000,8666,CPython JIT,6457.73515,8000,10,2
contained_4_n8000,contained_fragment,8000,4000,8666,CPython JIT,6442.1863,8000,10,2
contained_5_n8000,contained_fragment,8000,4000,8666,CPython JIT,6419.4293,8000,10,2
contained_6_n8000,contained_fragment,8000,4000,8666,CPython JIT,6531.03805,8000,10,2
contained_7_n8000,contained_fragment,8000,4000,8666,CPython JIT,6410.6576,8000,10,2
contained_8_n8000,contained_fragment,8000,4000,8666,CPython JIT,6411.82355,8000,10,2
contained_9_n8000,contained_fragment,8000,4000,8666,CPython JIT,6443.90915,8000,10,2
random_0_n8000,random_uniform,8000,8000,8000,CPython JIT,12026.5779,3591,10,2
random_1_n8000,random_uniform,8000,8000,8000,CPython JIT,12060.66355,3619,10,2
random_2_n8000,random_uniform,8000,8000,8000,CPython JIT,12045.31305,3569,10,2
random_3_n8000,random_uniform,8000,8000,8000,CPython JIT,12035.2889,3514,10,2
random_4_n8000,random_uniform,8000,8000,8000,CPython JIT,12075.51,3570,10,2
random_5_n8000,random_uniform,8000,8000,8000,CPython JIT,12111.8016,3612,10,2
random_6_n8000,random_uniform,8000,8000,8000,CPython JIT,12043.36755,3561,10,2
random_7_n8000,random_uniform,8000,8000,8000,CPython JIT,12161.2746,3557,10,2
random_8_n8000,random_uniform,8000,8000,8000,CPython JIT,12023.25185,3605,10,2
random_9_n8000,random_uniform,8000,8000,8000,CPython JIT,12287.87425,3606,10,2
homologous_0_n10000,homologous_region,10000,10000,10000,CPython JIT,18875.6024,18533,10,2
homologous_1_n10000,homologous_region,10000,10000,10000,CPython JIT,18891.1873,18557,10,2
homologous_2_n10000,homologous_region,10000,10000,10000,CPython JIT,18968.33935,18566,10,2
homologous_3_n10000,homologous_region,10000,10000,10000,CPython JIT,19324.19435,18533,10,2
homologous_4_n10000,homologous_region,10000,10000,10000,CPython JIT,19227.95625,18593,10,2
homologous_5_n10000,homologous_region,10000,10000,10000,CPython JIT,19193.26105,18557,10,2
homologous_6_n10000,homologous_region,10000,10000,10000,CPython JIT,19349.66885,18575,10,2
homologous_7_n10000,homologous_region,10000,10000,10000,CPython JIT,19282.01515,18533,10,2
homologous_8_n10000,homologous_region,10000,10000,10000,CPython JIT,19331.9517,18560,10,2
homologous_9_n10000,homologous_region,10000,10000,10000,CPython JIT,19213.01055,18542,10,2
indel_0_n10000,indel_disruption,10000,10000,11250,CPython JIT,21690.71385,17500,10,2
indel_1_n10000,indel_disruption,10000,10000,8750,CPython JIT,16747.27695,14997,10,2
indel_2_n10000,indel_disruption,10000,10000,11250,CPython JIT,21768.49585,17500,10,2
indel_3_n10000,indel_disruption,10000,10000,8750,CPython JIT,16783.4514,14997,10,2
indel_4_n10000,indel_disruption,10000,10000,11250,CPython JIT,21757.6169,17500,10,2
indel_5_n10000,indel_disruption,10000,10000,8750,CPython JIT,16895.1616,14997,10,2
indel_6_n10000,indel_disruption,10000,10000,11250,CPython JIT,22149.5793,17500,10,2
indel_7_n10000,indel_disruption,10000,10000,8750,CPython JIT,16832.6215,14997,10,2
indel_8_n10000,indel_disruption,10000,10000,11250,CPython JIT,21762.0077,17500,10,2
indel_9_n10000,indel_disruption,10000,10000,8750,CPython JIT,16812.0135,14997,10,2
motif_0_n10000,conserved_motif,10000,10000,10000,CPython JIT,19389.55995,5909,10,2
motif_1_n10000,conserved_motif,10000,10000,10000,CPython JIT,19592.5489,6214,10,2
motif_2_n10000,conserved_motif,10000,10000,10000,CPython JIT,19436.82685,5823,10,2
motif_3_n10000,conserved_motif,10000,10000,10000,CPython JIT,19494.5747,6750,10,2
motif_4_n10000,conserved_motif,10000,10000,10000,CPython JIT,19390.86995,4479,10,2
motif_5_n10000,conserved_motif,10000,10000,10000,CPython JIT,19458.4808,4327,10,2
motif_6_n10000,conserved_motif,10000,10000,10000,CPython JIT,19498.69145,5430,10,2
motif_7_n10000,conserved_motif,10000,10000,10000,CPython JIT,19460.6672,6662,10,2
motif_8_n10000,conserved_motif,10000,10000,10000,CPython JIT,19450.217,6233,10,2
motif_9_n10000,conserved_motif,10000,10000,10000,CPython JIT,19478.3805,4480,10,2
contained_0_n10000,contained_fragment,10000,5000,10833,CPython JIT,10416.84525,10000,10,2
contained_1_n10000,contained_fragment,10000,5000,10833,CPython JIT,10409.603,10000,10,2
contained_2_n10000,contained_fragment,10000,5000,10833,CPython JIT,10471.38395,10000,10,2
contained_3_n10000,contained_fragment,10000,5000,10833,CPython JIT,10424.0878,10000,10,2
contained_4_n10000,contained_fragment,10000,5000,10833,CPython JIT,10382.36595,10000,10,2
contained_5_n10000,contained_fragment,10000,5000,10833,CPython JIT,10403.3548,10000,10,2
contained_6_n10000,contained_fragment,10000,5000,10833,CPython JIT,10401.07185,10000,10,2
contained_7_n10000,contained_fragment,10000,5000,10833,CPython JIT,10419.5396,10000,10,2
contained_8_n10000,contained_fragment,10000,5000,10833,CPython JIT,10406.6212,10000,10,2
contained_9_n10000,contained_fragment,10000,5000,10833,CPython JIT,10404.90755,10000,10,2
random_0_n10000,random_uniform,10000,10000,10000,CPython JIT,19488.15405,4418,10,2
random_1_n10000,random_uniform,10000,10000,10000,CPython JIT,19636.23445,4557,10,2
random_2_n10000,random_uniform,10000,10000,10000,CPython JIT,19487.89725,4557,10,2
random_3_n10000,random_uniform,10000,10000,10000,CPython JIT,19574.0934,4409,10,2
random_4_n10000,random_uniform,10000,10000,10000,CPython JIT,19552.33005,4438,10,2
random_5_n10000,random_uniform,10000,10000,10000,CPython JIT,19578.2294,4480,10,2
random_6_n10000,random_uniform,10000,10000,10000,CPython JIT,19497.9731,4514,10,2
random_7_n10000,random_uniform,10000,10000,10000,CPython JIT,19485.3981,4522,10,2
random_8_n10000,random_uniform,10000,10000,10000,CPython JIT,19503.7155,4573,10,2
random_9_n10000,random_uniform,10000,10000,10000,CPython JIT,19464.83065,4419,10,2
homologous_0_n100,homologous_region,100,100,100,PyPy,0.7156,185,10,2
homologous_1_n100,homologous_region,100,100,100,PyPy,0.30075,185,10,2
homologous_2_n100,homologous_region,100,100,100,PyPy,0.3025,185,10,2
homologous_3_n100,homologous_region,100,100,100,PyPy,0.2986,186,10,2
homologous_4_n100,homologous_region,100,100,100,PyPy,0.2989,185,10,2
homologous_5_n100,homologous_region,100,100,100,PyPy,0.29065,185,10,2
homologous_6_n100,homologous_region,100,100,100,PyPy,0.29635,185,10,2
homologous_7_n100,homologous_region,100,100,100,PyPy,0.29225,185,10,2
homologous_8_n100,homologous_region,100,100,100,PyPy,0.3414,185,10,2
homologous_9_n100,homologous_region,100,100,100,PyPy,0.40985,185,10,2
indel_0_n100,indel_disruption,100,100,112,PyPy,0.3327,176,10,2
indel_1_n100,indel_disruption,100,100,88,PyPy,0.25425,149,10,2
indel_2_n100,indel_disruption,100,100,112,PyPy,0.31965,176,10,2
indel_3_n100,indel_disruption,100,100,88,PyPy,0.2878,149,10,2
indel_4_n100,indel_disruption,100,100,112,PyPy,0.32165,176,10,2
indel_5_n100,indel_disruption,100,100,88,PyPy,0.2618,149,10,2
indel_6_n100,indel_disruption,100,100,112,PyPy,0.3322,176,10,2
indel_7_n100,indel_disruption,100,100,88,PyPy,0.2766,149,10,2
indel_8_n100,indel_disruption,100,100,112,PyPy,0.32865,176,10,2
indel_9_n100,indel_disruption,100,100,88,PyPy,0.2575,149,10,2
motif_0_n100,conserved_motif,100,100,100,PyPy,0.44585,62,10,2
motif_1_n100,conserved_motif,100,100,100,PyPy,0.28515,65,10,2
motif_2_n100,conserved_motif,100,100,100,PyPy,0.26195,52,10,2
motif_3_n100,conserved_motif,100,100,100,PyPy,0.2742,56,10,2
motif_4_n100,conserved_motif,100,100,100,PyPy,0.27655,52,10,2
motif_5_n100,conserved_motif,100,100,100,PyPy,0.27435,46,10,2
motif_6_n100,conserved_motif,100,100,100,PyPy,0.25545,46,10,2
motif_7_n100,conserved_motif,100,100,100,PyPy,0.26295,50,10,2
motif_8_n100,conserved_motif,100,100,100,PyPy,0.2898,55,10,2
motif_9_n100,conserved_motif,100,100,100,PyPy,0.31765,63,10,2
contained_0_n100,contained_fragment,100,50,108,PyPy,0.15835,100,10,2
contained_1_n100,contained_fragment,100,50,108,PyPy,0.15955,100,10,2
contained_2_n100,contained_fragment,100,50,108,PyPy,0.15425,100,10,2
contained_3_n100,contained_fragment,100,50,108,PyPy,0.1515,100,10,2
contained_4_n100,contained_fragment,100,50,108,PyPy,0.1553,100,10,2
contained_5_n100,contained_fragment,100,50,108,PyPy,0.1753,100,10,2
contained_6_n100,contained_fragment,100,50,108,PyPy,0.1612,100,10,2
contained_7_n100,contained_fragment,100,50,108,PyPy,0.15855,100,10,2
contained_8_n100,contained_fragment,100,50,108,PyPy,0.1582,100,10,2
contained_9_n100,contained_fragment,100,50,108,PyPy,0.15715,100,10,2
random_0_n100,random_uniform,100,100,100,PyPy,0.2654,44,10,2
random_1_n100,random_uniform,100,100,100,PyPy,0.2776,45,10,2
random_2_n100,random_uniform,100,100,100,PyPy,0.29875,54,10,2
random_3_n100,random_uniform,100,100,100,PyPy,0.33355,49,10,2
random_4_n100,random_uniform,100,100,100,PyPy,0.28695,35,10,2
random_5_n100,random_uniform,100,100,100,PyPy,0.27995,49,10,2
random_6_n100,random_uniform,100,100,100,PyPy,0.28215,39,10,2
random_7_n100,random_uniform,100,100,100,PyPy,0.28105,50,10,2
random_8_n100,random_uniform,100,100,100,PyPy,0.28755,45,10,2
random_9_n100,random_uniform,100,100,100,PyPy,0.40645,51,10,2
homologous_0_n200,homologous_region,200,200,200,PyPy,1.2738,370,10,2
homologous_1_n200,homologous_region,200,200,200,PyPy,1.1477,373,10,2
homologous_2_n200,homologous_region,200,200,200,PyPy,1.1432,370,10,2
homologous_3_n200,homologous_region,200,200,200,PyPy,1.2879,382,10,2
homologous_4_n200,homologous_region,200,200,200,PyPy,1.16805,376,10,2
homologous_5_n200,homologous_region,200,200,200,PyPy,1.15845,370,10,2
homologous_6_n200,homologous_region,200,200,200,PyPy,1.15785,370,10,2
homologous_7_n200,homologous_region,200,200,200,PyPy,2.36255,370,10,2
homologous_8_n200,homologous_region,200,200,200,PyPy,2.39755,370,10,2
homologous_9_n200,homologous_region,200,200,200,PyPy,2.3903,375,10,2
indel_0_n200,indel_disruption,200,200,225,PyPy,1.44165,350,10,2
indel_1_n200,indel_disruption,200,200,175,PyPy,1.0719,297,10,2
indel_2_n200,indel_disruption,200,200,225,PyPy,1.4402,350,10,2
indel_3_n200,indel_disruption,200,200,175,PyPy,1.11445,297,10,2
indel_4_n200,indel_disruption,200,200,225,PyPy,1.40005,350,10,2
indel_5_n200,indel_disruption,200,200,175,PyPy,1.08295,297,10,2
indel_6_n200,indel_disruption,200,200,225,PyPy,1.41715,350,10,2
indel_7_n200,indel_disruption,200,200,175,PyPy,1.10725,297,10,2
indel_8_n200,indel_disruption,200,200,225,PyPy,1.4684,350,10,2
indel_9_n200,indel_disruption,200,200,175,PyPy,1.0561,297,10,2
motif_0_n200,conserved_motif,200,200,200,PyPy,1.182,130,10,2
motif_1_n200,conserved_motif,200,200,200,PyPy,1.1236,119,10,2
motif_2_n200,conserved_motif,200,200,200,PyPy,1.13095,90,10,2
motif_3_n200,conserved_motif,200,200,200,PyPy,1.1528,123,10,2
motif_4_n200,conserved_motif,200,200,200,PyPy,1.0961,120,10,2
motif_5_n200,conserved_motif,200,200,200,PyPy,1.1279,114,10,2
motif_6_n200,conserved_motif,200,200,200,PyPy,1.13625,121,10,2
motif_7_n200,conserved_motif,200,200,200,PyPy,1.0665,129,10,2
motif_8_n200,conserved_motif,200,200,200,PyPy,1.07655,98,10,2
motif_9_n200,conserved_motif,200,200,200,PyPy,1.10125,122,10,2
contained_0_n200,contained_fragment,200,100,216,PyPy,0.6208,200,10,2
contained_1_n200,contained_fragment,200,100,216,PyPy,0.6431,200,10,2
contained_2_n200,contained_fragment,200,100,216,PyPy,0.6404,200,10,2
contained_3_n200,contained_fragment,200,100,216,PyPy,0.62725,200,10,2
contained_4_n200,contained_fragment,200,100,216,PyPy,0.70135,200,10,2
contained_5_n200,contained_fragment,200,100,216,PyPy,0.6327,200,10,2
contained_6_n200,contained_fragment,200,100,216,PyPy,0.6466,200,10,2
contained_7_n200,contained_fragment,200,100,216,PyPy,0.6195,200,10,2
contained_8_n200,contained_fragment,200,100,216,PyPy,0.65125,200,10,2
contained_9_n200,contained_fragment,200,100,216,PyPy,0.62705,200,10,2
random_0_n200,random_uniform,200,200,200,PyPy,1.0694,84,10,2
random_1_n200,random_uniform,200,200,200,PyPy,1.0502,86,10,2
random_2_n200,random_uniform,200,200,200,PyPy,1.07005,88,10,2
random_3_n200,random_uniform,200,200,200,PyPy,1.0362,82,10,2
random_4_n200,random_uniform,200,200,200,PyPy,1.08815,95,10,2
random_5_n200,random_uniform,200,200,200,PyPy,1.06245,83,10,2
random_6_n200,random_uniform,200,200,200,PyPy,1.06755,95,10,2
random_7_n200,random_uniform,200,200,200,PyPy,1.0886,100,10,2
random_8_n200,random_uniform,200,200,200,PyPy,1.11345,99,10,2
random_9_n200,random_uniform,200,200,200,PyPy,1.13275,85,10,2
homologous_0_n500,homologous_region,500,500,500,PyPy,7.58385,934,10,2
homologous_1_n500,homologous_region,500,500,500,PyPy,7.5711,925,10,2
homologous_2_n500,homologous_region,500,500,500,PyPy,7.2803,931,10,2
homologous_3_n500,homologous_region,500,500,500,PyPy,7.46355,925,10,2
homologous_4_n500,homologous_region,500,500,500,PyPy,6.71555,925,10,2
homologous_5_n500,homologous_region,500,500,500,PyPy,6.56225,925,10,2
homologous_6_n500,homologous_region,500,500,500,PyPy,6.3635,925,10,2
homologous_7_n500,homologous_region,500,500,500,PyPy,6.26815,925,10,2
homologous_8_n500,homologous_region,500,500,500,PyPy,6.26625,925,10,2
homologous_9_n500,homologous_region,500,500,500,PyPy,6.1894,928,10,2
indel_0_n500,indel_disruption,500,500,562,PyPy,6.7203,876,10,2
indel_1_n500,indel_disruption,500,500,438,PyPy,5.1641,749,10,2
indel_2_n500,indel_disruption,500,500,562,PyPy,6.94575,876,10,2
indel_3_n500,indel_disruption,500,500,438,PyPy,5.15745,749,10,2
indel_4_n500,indel_disruption,500,500,562,PyPy,6.4158,876,10,2
indel_5_n500,indel_disruption,500,500,438,PyPy,5.01035,749,10,2
indel_6_n500,indel_disruption,500,500,562,PyPy,6.47985,876,10,2
indel_7_n500,indel_disruption,500,500,438,PyPy,5.0539,749,10,2
indel_8_n500,indel_disruption,500,500,562,PyPy,6.3444,876,10,2
indel_9_n500,indel_disruption,500,500,438,PyPy,4.8911,749,10,2
motif_0_n500,conserved_motif,500,500,500,PyPy,5.10915,262,10,2
motif_1_n500,conserved_motif,500,500,500,PyPy,5.3299,355,10,2
motif_2_n500,conserved_motif,500,500,500,PyPy,5.1661,295,10,2
motif_3_n500,conserved_motif,500,500,500,PyPy,5.4507,329,10,2
motif_4_n500,conserved_motif,500,500,500,PyPy,5.3581,289,10,2
motif_5_n500,conserved_motif,500,500,500,PyPy,5.307,271,10,2
motif_6_n500,conserved_motif,500,500,500,PyPy,5.34625,308,10,2
motif_7_n500,conserved_motif,500,500,500,PyPy,5.38105,207,10,2
motif_8_n500,conserved_motif,500,500,500,PyPy,5.2737,263,10,2
motif_9_n500,conserved_motif,500,500,500,PyPy,5.3754,288,10,2
contained_0_n500,contained_fragment,500,250,541,PyPy,3.1147,500,10,2
contained_1_n500,contained_fragment,500,250,541,PyPy,3.2041,500,10,2
contained_2_n500,contained_fragment,500,250,541,PyPy,3.11015,500,10,2
contained_3_n500,contained_fragment,500,250,541,PyPy,3.1519,500,10,2
contained_4_n500,contained_fragment,500,250,541,PyPy,3.16655,500,10,2
contained_5_n500,contained_fragment,500,250,541,PyPy,3.1085,500,10,2
contained_6_n500,contained_fragment,500,250,541,PyPy,3.09065,500,10,2
contained_7_n500,contained_fragment,500,250,541,PyPy,3.15725,500,10,2
contained_8_n500,contained_fragment,500,250,541,PyPy,3.09665,500,10,2
contained_9_n500,contained_fragment,500,250,541,PyPy,3.14145,500,10,2
random_0_n500,random_uniform,500,500,500,PyPy,5.3582,246,10,2
random_1_n500,random_uniform,500,500,500,PyPy,5.2732,200,10,2
random_2_n500,random_uniform,500,500,500,PyPy,5.3719,228,10,2
random_3_n500,random_uniform,500,500,500,PyPy,5.2521,202,10,2
random_4_n500,random_uniform,500,500,500,PyPy,5.3137,224,10,2
random_5_n500,random_uniform,500,500,500,PyPy,5.3299,234,10,2
random_6_n500,random_uniform,500,500,500,PyPy,5.3123,202,10,2
random_7_n500,random_uniform,500,500,500,PyPy,5.282,226,10,2
random_8_n500,random_uniform,500,500,500,PyPy,5.0888,220,10,2
random_9_n500,random_uniform,500,500,500,PyPy,5.2329,205,10,2
homologous_0_n800,homologous_region,800,800,800,PyPy,14.88725,1484,10,2
homologous_1_n800,homologous_region,800,800,800,PyPy,14.92635,1486,10,2
