case_id,scenario,target_size,sequence_a_length,sequence_b_length,algorithm,median_time_ms,score,runs,warmup
indel_4_n8000,indel_disruption,8000,8000,9000,CPython,19916.20725,14000,10,2
indel_5_n8000,indel_disruption,8000,8000,7000,CPython,15380.46615,11997,10,2
indel_6_n8000,indel_disruption,8000,8000,9000,CPython,19994.3147,14000,10,2
indel_7_n8000,indel_disruption,8000,8000,7000,CPython,15347.12235,11997,10,2
indel_8_n8000,indel_disruption,8000,8000,9000,CPython,19890.9354,14000,10,2
indel_9_n8000,indel_disruption,8000,8000,7000,CPython,15290.6343,11997,10,2
motif_0_n8000,conserved_motif,8000,8000,8000,CPython,17694.2009,5577,10,2
motif_1_n8000,conserved_motif,8000,8000,8000,CPython,17716.38855,4461,10,2
motif_2_n8000,conserved_motif,8000,8000,8000,CPython,17782.3711,4127,10,2
motif_3_n8000,conserved_motif,8000,8000,8000,CPython,17667.69945,3912,10,2
motif_4_n8000,conserved_motif,8000,8000,8000,CPython,17761.35635,5240,10,2
motif_5_n8000,conserved_motif,8000,8000,8000,CPython,17761.22925,4140,10,2
motif_6_n8000,conserved_motif,8000,8000,8000,CPython,17606.90435,5654,10,2
motif_7_n8000,conserved_motif,8000,8000,8000,CPython,17556.0087,4919,10,2
motif_8_n8000,conserved_motif,8000,8000,8000,CPython,17605.47235,4108,10,2
motif_9_n8000,conserved_motif,8000,8000,8000,CPython,17565.3586,4124,10,2
contained_0_n8000,contained_fragment,8000,4000,8666,CPython,9444.91895,8000,10,2
contained_1_n8000,contained_fragment,8000,4000,8666,CPython,9449.3705,8000,10,2
contained_2_n8000,contained_fragment,8000,4000,8666,CPython,9496.6194,8000,10,2
contained_3_n8000,contained_fragment,8000,4000,8666,CPython,9481.77225,8000,10,2
contained_4_n8000,contained_fragment,8000,4000,8666,CPython,9443.0347,8000,10,2
contained_5_n8000,contained_fragment,8000,4000,8666,CPython,9454.3272,8000,10,2
contained_6_n8000,contained_fragment,8000,4000,8666,CPython,9427.8448,8000,10,2
contained_7_n8000,contained_fragment,8000,4000,8666,CPython,9424.8042,8000,10,2
contained_8_n8000,contained_fragment,8000,4000,8666,CPython,9445.27485,8000,10,2
contained_9_n8000,contained_fragment,8000,4000,8666,CPython,9446.98075,8000,10,2
random_0_n8000,random_uniform,8000,8000,8000,CPython,17590.5036,3591,10,2
random_1_n8000,random_uniform,8000,8000,8000,CPython,17581.3363,3619,10,2
random_2_n8000,random_uniform,8000,8000,8000,CPython,17593.4828,3569,10,2
random_3_n8000,random_uniform,8000,8000,8000,CPython,17602.8623,3514,10,2
random_4_n8000,random_uniform,8000,8000,8000,CPython,17565.46765,3570,10,2
random_5_n8000,random_uniform,8000,8000,8000,CPython,17653.5425,3612,10,2
random_6_n8000,random_uniform,8000,8000,8000,CPython,17585.1242,3561,10,2
random_7_n8000,random_uniform,8000,8000,8000,CPython,17633.31645,3557,10,2
random_8_n8000,random_uniform,8000,8000,8000,CPython,18126.61885,3605,10,2
random_9_n8000,random_uniform,8000,8000,8000,CPython,17664.471,3606,10,2
homologous_0_n10000,homologous_region,10000,10000,10000,CPython,27638.65965,18533,10,2
homologous_1_n10000,homologous_region,10000,10000,10000,CPython,27638.35505,18557,10,2
homologous_2_n10000,homologous_region,10000,10000,10000,CPython,27580.4963,18566,10,2
homologous_3_n10000,homologous_region,10000,10000,10000,CPython,27613.2288,18533,10,2
homologous_4_n10000,homologous_region,10000,10000,10000,CPython,27793.98485,18593,10,2
homologous_5_n10000,homologous_region,10000,10000,10000,CPython,27579.6833,18557,10,2
homologous_6_n10000,homologous_region,10000,10000,10000,CPython,27616.57125,18575,10,2
homologous_7_n10000,homologous_region,10000,10000,10000,CPython,27479.67215,18533,10,2
homologous_8_n10000,homologous_region,10000,10000,10000,CPython,27482.5684,18560,10,2
homologous_9_n10000,homologous_region,10000,10000,10000,CPython,27602.66655,18542,10,2
indel_0_n10000,indel_disruption,10000,10000,11250,CPython,31171.81205,17500,10,2
indel_1_n10000,indel_disruption,10000,10000,8750,CPython,23898.6546,14997,10,2
indel_2_n10000,indel_disruption,10000,10000,11250,CPython,31068.21815,17500,10,2
indel_3_n10000,indel_disruption,10000,10000,8750,CPython,24092.86585,14997,10,2
indel_4_n10000,indel_disruption,10000,10000,11250,CPython,31115.65605,17500,10,2
indel_5_n10000,indel_disruption,10000,10000,8750,CPython,23983.42465,14997,10,2
indel_6_n10000,indel_disruption,10000,10000,11250,CPython,31255.325,17500,10,2
indel_7_n10000,indel_disruption,10000,10000,8750,CPython,23946.4459,14997,10,2
indel_8_n10000,indel_disruption,10000,10000,11250,CPython,30993.3901,17500,10,2
indel_9_n10000,indel_disruption,10000,10000,8750,CPython,24038.0568,14997,10,2
motif_0_n10000,conserved_motif,10000,10000,10000,CPython,27663.0534,5909,10,2
motif_1_n10000,conserved_motif,10000,10000,10000,CPython,27766.564,6214,10,2
motif_2_n10000,conserved_motif,10000,10000,10000,CPython,27541.08545,5823,10,2
motif_3_n10000,conserved_motif,10000,10000,10000,CPython,27576.3739,6750,10,2
motif_4_n10000,conserved_motif,10000,10000,10000,CPython,27641.23715,4479,10,2
motif_5_n10000,conserved_motif,10000,10000,10000,CPython,27528.95725,4327,10,2
motif_6_n10000,conserved_motif,10000,10000,10000,CPython,27669.0219,5430,10,2
motif_7_n10000,conserved_motif,10000,10000,10000,CPython,27586.9743,6662,10,2
motif_8_n10000,conserved_motif,10000,10000,10000,CPython,27605.54095,6233,10,2
motif_9_n10000,conserved_motif,10000,10000,10000,CPython,27493.8086,4480,10,2
contained_0_n10000,contained_fragment,10000,5000,10833,CPython,14868.30165,10000,10,2
contained_1_n10000,contained_fragment,10000,5000,10833,CPython,14855.82785,10000,10,2
contained_2_n10000,contained_fragment,10000,5000,10833,CPython,14881.65495,10000,10,2
contained_3_n10000,contained_fragment,10000,5000,10833,CPython,14805.46775,10000,10,2
contained_4_n10000,contained_fragment,10000,5000,10833,CPython,15004.0113,10000,10,2
contained_5_n10000,contained_fragment,10000,5000,10833,CPython,14874.06505,10000,10,2
contained_6_n10000,contained_fragment,10000,5000,10833,CPython,14834.4258,10000,10,2
contained_7_n10000,contained_fragment,10000,5000,10833,CPython,14922.2561,10000,10,2
contained_8_n10000,contained_fragment,10000,5000,10833,CPython,14828.56835,10000,10,2
contained_9_n10000,contained_fragment,10000,5000,10833,CPython,14848.5797,10000,10,2
random_0_n10000,random_uniform,10000,10000,10000,CPython,27656.28245,4418,10,2
random_1_n10000,random_uniform,10000,10000,10000,CPython,27707.6416,4557,10,2
random_2_n10000,random_uniform,10000,10000,10000,CPython,27586.15215,4557,10,2
random_3_n10000,random_uniform,10000,10000,10000,CPython,27540.16015,4409,10,2
random_4_n10000,random_uniform,10000,10000,10000,CPython,27627.96645,4438,10,2
random_5_n10000,random_uniform,10000,10000,10000,CPython,27621.00805,4480,10,2
random_6_n10000,random_uniform,10000,10000,10000,CPython,27847.72845,4514,10,2
random_7_n10000,random_uniform,10000,10000,10000,CPython,27625.58785,4522,10,2
random_8_n10000,random_uniform,10000,10000,10000,CPython,27542.4887,4573,10,2
random_9_n10000,random_uniform,10000,10000,10000,CPython,27671.13025,4419,10,2
homologous_0_n100,homologous_region,100,100,100,CPython JIT,1.213,185,10,2
homologous_1_n100,homologous_region,100,100,100,CPython JIT,1.26135,185,10,2
homologous_2_n100,homologous_region,100,100,100,CPython JIT,1.4064,185,10,2
homologous_3_n100,homologous_region,100,100,100,CPython JIT,1.2682,186,10,2
homologous_4_n100,homologous_region,100,100,100,CPython JIT,1.25325,185,10,2
homologous_5_n100,homologous_region,100,100,100,CPython JIT,1.25235,185,10,2
homologous_6_n100,homologous_region,100,100,100,CPython JIT,1.23025,185,10,2
homologous_7_n100,homologous_region,100,100,100,CPython JIT,1.3339,185,10,2
homologous_8_n100,homologous_region,100,100,100,CPython JIT,1.3448,185,10,2
homologous_9_n100,homologous_region,100,100,100,CPython JIT,1.36885,185,10,2
indel_0_n100,indel_disruption,100,100,112,CPython JIT,1.3628,176,10,2
indel_1_n100,indel_disruption,100,100,88,CPython JIT,1.207,149,10,2
indel_2_n100,indel_disruption,100,100,112,CPython JIT,1.4714,176,10,2
indel_3_n100,indel_disruption,100,100,88,CPython JIT,1.2627,149,10,2
indel_4_n100,indel_disruption,100,100,112,CPython JIT,1.58945,176,10,2
indel_5_n100,indel_disruption,100,100,88,CPython JIT,1.2601,149,10,2
indel_6_n100,indel_disruption,100,100,112,CPython JIT,1.41815,176,10,2
indel_7_n100,indel_disruption,100,100,88,CPython JIT,1.0804,149,10,2
indel_8_n100,indel_disruption,100,100,112,CPython JIT,1.4843,176,10,2
indel_9_n100,indel_disruption,100,100,88,CPython JIT,1.22295,149,10,2
motif_0_n100,conserved_motif,100,100,100,CPython JIT,1.29415,62,10,2
motif_1_n100,conserved_motif,100,100,100,CPython JIT,1.42375,65,10,2
motif_2_n100,conserved_motif,100,100,100,CPython JIT,1.43755,52,10,2
motif_3_n100,conserved_motif,100,100,100,CPython JIT,1.4106,56,10,2
motif_4_n100,conserved_motif,100,100,100,CPython JIT,1.43575,52,10,2
motif_5_n100,conserved_motif,100,100,100,CPython JIT,1.1912,46,10,2
motif_6_n100,conserved_motif,100,100,100,CPython JIT,1.22805,46,10,2
motif_7_n100,conserved_motif,100,100,100,CPython JIT,1.3331,50,10,2
motif_8_n100,conserved_motif,100,100,100,CPython JIT,1.23225,55,10,2
motif_9_n100,conserved_motif,100,100,100,CPython JIT,1.21885,63,10,2
contained_0_n100,contained_fragment,100,50,108,CPython JIT,0.67135,100,10,2
contained_1_n100,contained_fragment,100,50,108,CPython JIT,0.7215,100,10,2
contained_2_n100,contained_fragment,100,50,108,CPython JIT,0.74875,100,10,2
contained_3_n100,contained_fragment,100,50,108,CPython JIT,0.7421,100,10,2
contained_4_n100,contained_fragment,100,50,108,CPython JIT,0.79625,100,10,2
contained_5_n100,contained_fragment,100,50,108,CPython JIT,0.7419,100,10,2
contained_6_n100,contained_fragment,100,50,108,CPython JIT,0.683,100,10,2
contained_7_n100,contained_fragment,100,50,108,CPython JIT,0.7048,100,10,2
contained_8_n100,contained_fragment,100,50,108,CPython JIT,0.6604,100,10,2
contained_9_n100,contained_fragment,100,50,108,CPython JIT,0.6713,100,10,2
random_0_n100,random_uniform,100,100,100,CPython JIT,1.32465,44,10,2
random_1_n100,random_uniform,100,100,100,CPython JIT,1.2001,45,10,2
random_2_n100,random_uniform,100,100,100,CPython JIT,1.2168,54,10,2
random_3_n100,random_uniform,100,100,100,CPython JIT,1.388,49,10,2
random_4_n100,random_uniform,100,100,100,CPython JIT,1.33735,35,10,2
random_5_n100,random_uniform,100,100,100,CPython JIT,1.3211,49,10,2
random_6_n100,random_uniform,100,100,100,CPython JIT,1.46695,39,10,2
random_7_n100,random_uniform,100,100,100,CPython JIT,1.49585,50,10,2
random_8_n100,random_uniform,100,100,100,CPython JIT,1.2547,45,10,2
random_9_n100,random_uniform,100,100,100,CPython JIT,1.38325,51,10,2
homologous_0_n200,homologous_region,200,200,200,CPython JIT,5.42745,370,10,2
homologous_1_n200,homologous_region,200,200,200,CPython JIT,5.3412,373,10,2
homologous_2_n200,homologous_region,200,200,200,CPython JIT,5.60585,370,10,2
homologous_3_n200,homologous_region,200,200,200,CPython JIT,5.69695,382,10,2
homologous_4_n200,homologous_region,200,200,200,CPython JIT,5.2831,376,10,2
homologous_5_n200,homologous_region,200,200,200,CPython JIT,5.49875,370,10,2
homologous_6_n200,homologous_region,200,200,200,CPython JIT,5.56555,370,10,2
homologous_7_n200,homologous_region,200,200,200,CPython JIT,5.51935,370,10,2
homologous_8_n200,homologous_region,200,200,200,CPython JIT,5.2226,370,10,2
homologous_9_n200,homologous_region,200,200,200,CPython JIT,5.2693,375,10,2
indel_0_n200,indel_disruption,200,200,225,CPython JIT,6.1128,350,10,2
indel_1_n200,indel_disruption,200,200,175,CPython JIT,4.81485,297,10,2
indel_2_n200,indel_disruption,200,200,225,CPython JIT,6.2876,350,10,2
indel_3_n200,indel_disruption,200,200,175,CPython JIT,4.84905,297,10,2
indel_4_n200,indel_disruption,200,200,225,CPython JIT,6.19855,350,10,2
indel_5_n200,indel_disruption,200,200,175,CPython JIT,4.773,297,10,2
indel_6_n200,indel_disruption,200,200,225,CPython JIT,5.81255,350,10,2
indel_7_n200,indel_disruption,200,200,175,CPython JIT,4.2092,297,10,2
indel_8_n200,indel_disruption,200,200,225,CPython JIT,5.51255,350,10,2
indel_9_n200,indel_disruption,200,200,175,CPython JIT,4.578,297,10,2
motif_0_n200,conserved_motif,200,200,200,CPython JIT,5.40735,130,10,2
motif_1_n200,conserved_motif,200,200,200,CPython JIT,5.26165,119,10,2
motif_2_n200,conserved_motif,200,200,200,CPython JIT,5.52045,90,10,2
motif_3_n200,conserved_motif,200,200,200,CPython JIT,5.61785,123,10,2
motif_4_n200,conserved_motif,200,200,200,CPython JIT,5.52275,120,10,2
motif_5_n200,conserved_motif,200,200,200,CPython JIT,5.5324,114,10,2
motif_6_n200,conserved_motif,200,200,200,CPython JIT,5.26835,121,10,2
motif_7_n200,conserved_motif,200,200,200,CPython JIT,5.3105,129,10,2
motif_8_n200,conserved_motif,200,200,200,CPython JIT,5.14655,98,10,2
motif_9_n200,conserved_motif,200,200,200,CPython JIT,5.19595,122,10,2
contained_0_n200,contained_fragment,200,100,216,CPython JIT,2.9533,200,10,2
contained_1_n200,contained_fragment,200,100,216,CPython JIT,2.99955,200,10,2
contained_2_n200,contained_fragment,200,100,216,CPython JIT,2.99505,200,10,2
contained_3_n200,contained_fragment,200,100,216,CPython JIT,2.86335,200,10,2
contained_4_n200,contained_fragment,200,100,216,CPython JIT,2.8774,200,10,2
contained_5_n200,contained_fragment,200,100,216,CPython JIT,2.93265,200,10,2
contained_6_n200,contained_fragment,200,100,216,CPython JIT,2.8776,200,10,2
contained_7_n200,contained_fragment,200,100,216,CPython JIT,2.74995,200,10,2
contained_8_n200,contained_fragment,200,100,216,CPython JIT,2.55915,200,10,2
contained_9_n200,contained_fragment,200,100,216,CPython JIT,2.8926,200,10,2
random_0_n200,random_uniform,200,200,200,CPython JIT,5.49695,84,10,2
random_1_n200,random_uniform,200,200,200,CPython JIT,5.5064,86,10,2
random_2_n200,random_uniform,200,200,200,CPython JIT,5.4819,88,10,2
random_3_n200,random_uniform,200,200,200,CPython JIT,5.4839,82,10,2
random_4_n200,random_uniform,200,200,200,CPython JIT,5.44415,95,10,2
random_5_n200,random_uniform,200,200,200,CPython JIT,4.8555,83,10,2
random_6_n200,random_uniform,200,200,200,CPython JIT,5.4685,95,10,2
random_7_n200,random_uniform,200,200,200,CPython JIT,5.4902,100,10,2
random_8_n200,random_uniform,200,200,200,CPython JIT,4.7124,99,10,2
random_9_n200,random_uniform,200,200,200,CPython JIT,5.00285,85,10,2
homologous_0_n500,homologous_region,500,500,500,CPython JIT,39.4503,934,10,2
homologous_1_n500,homologous_region,500,500,500,CPython JIT,39.33835,925,10,2
homologous_2_n500,homologous_region,500,500,500,CPython JIT,39.65725,931,10,2
homologous_3_n500,homologous_region,500,500,500,CPython JIT,40.3243,925,10,2
homologous_4_n500,homologous_region,500,500,500,CPython JIT,42.05315,925,10,2
homologous_5_n500,homologous_region,500,500,500,CPython JIT,44.6771,925,10,2
homologous_6_n500,homologous_region,500,500,500,CPython JIT,40.5121,925,10,2
homologous_7_n500,homologous_region,500,500,500,CPython JIT,41.28045,925,10,2
homologous_8_n500,homologous_region,500,500,500,CPython JIT,40.23085,925,10,2
homologous_9_n500,homologous_region,500,500,500,CPython JIT,39.45395,928,10,2
indel_0_n500,indel_disruption,500,500,562,CPython JIT,44.1424,876,10,2
indel_1_n500,indel_disruption,500,500,438,CPython JIT,33.08165,749,10,2
indel_2_n500,indel_disruption,500,500,562,CPython JIT,45.57045,876,10,2
indel_3_n500,indel_disruption,500,500,438,CPython JIT,34.0975,749,10,2
indel_4_n500,indel_disruption,500,500,562,CPython JIT,48.5654,876,10,2
indel_5_n500,indel_disruption,500,500,438,CPython JIT,33.7899,749,10,2
indel_6_n500,indel_disruption,500,500,562,CPython JIT,45.0911,876,10,2
indel_7_n500,indel_disruption,500,500,438,CPython JIT,33.78235,749,10,2
indel_8_n500,indel_disruption,500,500,562,CPython JIT,43.60105,876,10,2
indel_9_n500,indel_disruption,500,500,438,CPython JIT,33.3946,749,10,2
motif_0_n500,conserved_motif,500,500,500,CPython JIT,36.67665,262,10,2
motif_1_n500,conserved_motif,500,500,500,CPython JIT,38.3674,355,10,2
motif_2_n500,conserved_motif,500,500,500,CPython JIT,37.1954,295,10,2
motif_3_n500,conserved_motif,500,500,500,CPython JIT,37.3822,329,10,2
motif_4_n500,conserved_motif,500,500,500,CPython JIT,37.0101,289,10,2
motif_5_n500,conserved_motif,500,500,500,CPython JIT,39.5097,271,10,2
motif_6_n500,conserved_motif,500,500,500,CPython JIT,37.03915,308,10,2
motif_7_n500,conserved_motif,500,500,500,CPython JIT,36.8792,207,10,2
motif_8_n500,conserved_motif,500,500,500,CPython JIT,36.62055,263,10,2
motif_9_n500,conserved_motif,500,500,500,CPython JIT,36.01965,288,10,2
contained_0_n500,contained_fragment,500,250,541,CPython JIT,20.2645,500,10,2
contained_1_n500,contained_fragment,500,250,541,CPython JIT,19.61895,500,10,2
contained_2_n500,contained_fragment,500,250,541,CPython JIT,20.1503,500,10,2
contained_3_n500,contained_fragment,500,250,541,CPython JIT,20.5002,500,10,2
contained_4_n500,contained_fragment,500,250,541,CPython JIT,20.5541,500,10,2
contained_5_n500,contained_fragment,500,250,541,CPython JIT,19.71285,500,10,2
contained_6_n500,contained_fragment,500,250,541,CPython JIT,20.36785,500,10,2
contained_7_n500,contained_fragment,500,250,541,CPython JIT,19.71985,500,10,2
contained_8_n500,contained_fragment,500,250,541,CPython JIT,20.15765,500,10,2
contained_9_n500,contained_fragment,500,250,541,CPython JIT,20.16285,500,10,2
random_0_n500,random_uniform,500,500,500,CPython JIT,36.8733,246,10,2
random_1_n500,random_uniform,500,500,500,CPython JIT,39.92345,200,10,2
random_2_n500,random_uniform,500,500,500,CPython JIT,38.1344,228,10,2
random_3_n500,random_uniform,500,500,500,CPython JIT,37.11895,202,10,2
random_4_n500,random_uniform,500,500,500,CPython JIT,39.66345,224,10,2
random_5_n500,random_uniform,500,500,500,CPython JIT,36.7117,234,10,2
random_6_n500,random_uniform,500,500,500,CPython JIT,36.7302,202,10,2
random_7_n500,random_uniform,500,500,500,CPython JIT,35.87805,226,10,2
random_8_n500,random_uniform,500,500,500,CPython JIT,36.1035,220,10,2
random_9_n500,random_uniform,500,500,500,CPython JIT,35.95055,205,10,2
homologous_0_n800,homologous_region,800,800,800,CPython JIT,106.40755,1484,10,2
homologous_1_n800,homologous_region,800,800,800,CPython JIT,104.65995,1486,10,2
homologous_2_n800,homologous_region,800,800,800,CPython JIT,104.4724,1492,10,2
homologous_3_n800,homologous_region,800,800,800,CPython JIT,104.1391,1481,10,2
homologous_4_n800,homologous_region,800,800,800,CPython JIT,104.6478,1483,10,2
homologous_5_n800,homologous_region,800,800,800,CPython JIT,104.44255,1486,10,2
homologous_6_n800,homologous_region,800,800,800,CPython JIT,111.36915,1486,10,2
homologous_7_n800,homologous_region,800,800,800,CPython JIT,103.82455,1483,10,2
homologous_8_n800,homologous_region,800,800,800,CPython JIT,106.25545,1480,10,2
homologous_9_n800,homologous_region,800,800,800,CPython JIT,102.58315,1487,10,2
indel_0_n800,indel_disruption,800,800,900,CPython JIT,118.9928,1400,10,2
indel_1_n800,indel_disruption,800,800,700,CPython JIT,90.6757,1197,10,2
indel_2_n800,indel_disruption,800,800,900,CPython JIT,120.5603,1400,10,2
indel_3_n800,indel_disruption,800,800,700,CPython JIT,90.53555,1200,10,2
indel_4_n800,indel_disruption,800,800,900,CPython JIT,116.6567,1400,10,2
indel_5_n800,indel_disruption,800,800,700,CPython JIT,90.01645,1197,10,2
indel_6_n800,indel_disruption,800,800,900,CPython JIT,119.2661,1400,10,2
indel_7_n800,indel_disruption,800,800,700,CPython JIT,90.30435,1197,10,2
indel_8_n800,indel_disruption,800,800,900,CPython JIT,118.6112,1400,10,2
indel_9_n800,indel_disruption,800,800,700,CPython JIT,91.1718,1197,10,2
motif_0_n800,conserved_motif,800,800,800,CPython JIT,101.66785,376,10,2
motif_1_n800,conserved_motif,800,800,800,CPython JIT,99.80855,365,10,2
motif_2_n800,conserved_motif,800,800,800,CPython JIT,102.14535,556,10,2
motif_3_n800,conserved_motif,800,800,800,CPython JIT,101.57005,504,10,2
motif_4_n800,conserved_motif,800,800,800,CPython JIT,102.21965,544,10,2
motif_5_n800,conserved_motif,800,800,800,CPython JIT,100.84605,516,10,2
motif_6_n800,conserved_motif,800,800,800,CPython JIT,106.77795,476,10,2
motif_7_n800,conserved_motif,800,800,800,CPython JIT,100.8657,537,10,2
motif_8_n800,conserved_motif,800,800,800,CPython JIT,101.83,512,10,2
motif_9_n800,conserved_motif,800,800,800,CPython JIT,98.87065,398,10,2
contained_0_n800,contained_fragment,800,400,866,CPython JIT,53.11835,800,10,2
contained_1_n800,contained_fragment,800,400,866,CPython JIT,53.6003,800,10,2
contained_2_n800,contained_fragment,800,400,866,CPython JIT,54.6085,800,10,2
contained_3_n800,contained_fragment,800,400,866,CPython JIT,54.4567,800,10,2
contained_4_n800,contained_fragment,800,400,866,CPython JIT,54.8018,800,10,2
contained_5_n800,contained_fragment,800,400,866,CPython JIT,54.23625,800,10,2
contained_6_n800,contained_fragment,800,400,866,CPython JIT,53.8393,800,10,2
contained_7_n800,contained_fragment,800,400,866,CPython JIT,54.70235,800,10,2
contained_8_n800,contained_fragment,800,400,866,CPython JIT,55.1784,800,10,2
contained_9_n800,contained_fragment,800,400,866,CPython JIT,53.3438,800,10,2
random_0_n800,random_uniform,800,800,800,CPython JIT,98.89175,343,10,2
random_1_n800,random_uniform,800,800,800,CPython JIT,98.75625,343,10,2
random_2_n800,random_uniform,800,800,800,CPython JIT,99.3765,381,10,2
random_3_n800,random_uniform,800,800,800,CPython JIT,98.867,366,10,2
random_4_n800,random_uniform,800,800,800,CPython JIT,98.71735,359,10,2
random_5_n800,random_uniform,800,800,800,CPython JIT,98.68275,348,10,2
random_6_n800,random_uniform,800,800,800,CPython JIT,97.41945,349,10,2
random_7_n800,random_uniform,800,800,800,CPython JIT,96.14615,352,10,2
random_8_n800,random_uniform,800,800,800,CPython JIT,96.70245,335,10,2
random_9_n800,random_uniform,800,800,800,CPython JIT,97.52965,377,10,2
homologous_0_n1000,homologous_region,1000,1000,1000,CPython JIT,165.35,1865,10,2
homologous_1_n1000,homologous_region,1000,1000,1000,CPython JIT,165.4779,1853,10,2
homologous_2_n1000,homologous_region,1000,1000,1000,CPython JIT,165.00365,1850,10,2
homologous_3_n1000,homologous_region,1000,1000,1000,CPython JIT,164.73415,1853,10,2
homologous_4_n1000,homologous_region,1000,1000,1000,CPython JIT,165.7824,1850,10,2
homologous_5_n1000,homologous_region,1000,1000,1000,CPython JIT,167.98025,1862,10,2
homologous_6_n1000,homologous_region,1000,1000,1000,CPython JIT,163.0776,1850,10,2
homologous_7_n1000,homologous_region,1000,1000,1000,CPython JIT,165.8732,1856,10,2
homologous_8_n1000,homologous_region,1000,1000,1000,CPython JIT,167.4519,1850,10,2
homologous_9_n1000,homologous_region,1000,1000,1000,CPython JIT,164.37825,1850,10,2
indel_0_n1000,indel_disruption,1000,1000,1125,CPython JIT,190.26425,1750,10,2
indel_1_n1000,indel_disruption,1000,1000,875,CPython JIT,143.3216,1497,10,2
indel_2_n1000,indel_disruption,1000,1000,1125,CPython JIT,188.56345,1750,10,2
indel_3_n1000,indel_disruption,1000,1000,875,CPython JIT,144.34015,1497,10,2
indel_4_n1000,indel_disruption,1000,1000,1125,CPython JIT,185.16705,1750,10,2
indel_5_n1000,indel_disruption,1000,1000,875,CPython JIT,144.62465,1497,10,2
indel_6_n1000,indel_disruption,1000,1000,1125,CPython JIT,185.94775,1750,10,2
indel_7_n1000,indel_disruption,1000,1000,875,CPython JIT,146.3969,1497,10,2
indel_8_n1000,indel_disruption,1000,1000,1125,CPython JIT,190.342,1750,10,2
indel_9_n1000,indel_disruption,1000,1000,875,CPython JIT,144.32315,1500,10,2
motif_0_n1000,conserved_motif,1000,1000,1000,CPython JIT,169.9976,592,10,2
motif_1_n1000,conserved_motif,1000,1000,1000,CPython JIT,161.62045,466,10,2
motif_2_n1000,conserved_motif,1000,1000,1000,CPython JIT,161.1783,516,10,2
motif_3_n1000,conserved_motif,1000,1000,1000,CPython JIT,163.7506,577,10,2
motif_4_n1000,conserved_motif,1000,1000,1000,CPython JIT,160.2349,558,10,2
motif_5_n1000,conserved_motif,1000,1000,1000,CPython JIT,163.20035,616,10,2
motif_6_n1000,conserved_motif,1000,1000,1000,CPython JIT,161.1249,656,10,2
motif_7_n1000,conserved_motif,1000,1000,1000,CPython JIT,159.67755,496,10,2
motif_8_n1000,conserved_motif,1000,1000,1000,CPython JIT,159.80315,608,10,2
motif_9_n1000,conserved_motif,1000,1000,1000,CPython JIT,163.86135,554,10,2
contained_0_n1000,contained_fragment,1000,500,1083,CPython JIT,87.1972,1000,10,2
contained_1_n1000,contained_fragment,1000,500,1083,CPython JIT,90.08205,1000,10,2
contained_2_n1000,contained_fragment,1000,500,1083,CPython JIT,89.2428,1000,10,2
contained_3_n1000,contained_fragment,1000,500,1083,CPython JIT,88.89045,1000,10,2
contained_4_n1000,contained_fragment,1000,500,1083,CPython JIT,88.8134,1000,10,2
contained_5_n1000,contained_fragment,1000,500,1083,CPython JIT,89.06945,1000,10,2
contained_6_n1000,contained_fragment,1000,500,1083,CPython JIT,89.4096,1000,10,2
contained_7_n1000,contained_fragment,1000,500,1083,CPython JIT,89.12525,1000,10,2
contained_8_n1000,contained_fragment,1000,500,1083,CPython JIT,89.30105,1000,10,2
contained_9_n1000,contained_fragment,1000,500,1083,CPython JIT,89.11255,1000,10,2
random_0_n1000,random_uniform,1000,1000,1000,CPython JIT,164.87275,444,10,2
random_1_n1000,random_uniform,1000,1000,1000,CPython JIT,162.1445,428,10,2
random_2_n1000,random_uniform,1000,1000,1000,CPython JIT,164.49185,436,10,2
random_3_n1000,random_uniform,1000,1000,1000,CPython JIT,164.79805,434,10,2
random_4_n1000,random_uniform,1000,1000,1000,CPython JIT,163.60455,431,10,2
random_5_n1000,random_uniform,1000,1000,1000,CPython JIT,165.7203,455,10,2
random_6_n1000,random_uniform,1000,1000,1000,CPython JIT,161.3272,451,10,2
random_7_n1000,random_uniform,1000,1000,1000,CPython JIT,161.1559,427,10,2
random_8_n1000,random_uniform,1000,1000,1000,CPython JIT,161.572,456,10,2
random_9_n1000,random_uniform,1000,1000,1000,CPython JIT,162.4091,449,10,2
homologous_0_n2000,homologous_region,2000,2000,2000,CPython JIT,705.82095,3715,10,2
homologous_1_n2000,homologous_region,2000,2000,2000,CPython JIT,703.14105,3730,10,2
homologous_2_n2000,homologous_region,2000,2000,2000,CPython JIT,697.7799,3706,10,2
homologous_3_n2000,homologous_region,2000,2000,2000,CPython JIT,696.3558,3710,10,2
homologous_4_n2000,homologous_region,2000,2000,2000,CPython JIT,701.83315,3709,10,2
homologous_5_n2000,homologous_region,2000,2000,2000,CPython JIT,699.793,3709,10,2
homologous_6_n2000,homologous_region,2000,2000,2000,CPython JIT,698.03525,3709,10,2
homologous_7_n2000,homologous_region,2000,2000,2000,CPython JIT,699.3251,3704,10,2
homologous_8_n2000,homologous_region,2000,2000,2000,CPython JIT,702.5615,3715,10,2
homologous_9_n2000,homologous_region,2000,2000,2000,CPython JIT,698.9889,3712,10,2
indel_0_n2000,indel_disruption,2000,2000,2250,CPython JIT,801.5952,3500,10,2
